  0.9     0     2.17449242449579    0.154846090593083
  0.9  0.05     2.06983482222908   0.0631287472715387
  0.9   0.1     2.03285446690418     0.03065027911589
  0.9  0.15     2.01626661365114   0.0159502133307559
  0.9   0.2     2.00906000023782  0.00889877470993028
  0.9  0.25     2.00571649528665  0.00577633136190236
  0.9   0.3     2.00467165112041  0.00498406682023322
  0.9  0.35     2.00453840164465   0.0054244105911927
  0.9   0.4     2.00512840066214  0.00669744153745722
  0.9  0.45     2.00640721363575  0.00855392119491505
  0.9   0.5     2.00785869973197   0.0108096841197201
0.925     0      2.1499045799559    0.132916419407635
0.925  0.05     2.05689762148895   0.0515201906112113
0.925   0.1     2.02460927181559   0.0229832839432653
0.925  0.15      2.0107264139019   0.0103991975435989
0.925   0.2     2.00505766667371  0.00480560637291916
0.925  0.25     2.00271709654391  0.00278219147476921
0.925   0.3     2.00248189456508  0.00275678675021496
0.925  0.35     2.00301362080429  0.00386813632476546
0.925   0.4     2.00440317781425  0.00575444583732843
0.925  0.45     2.00599107833074  0.00810293657680372
0.925   0.5     2.00776867776084   0.0106512574694309
 0.95     0     2.12870986535267     0.11371518278957
 0.95  0.05     2.04704476846284   0.0418535240103122
 0.95   0.1     2.01822500527041   0.0168089226934089
 0.95  0.15     2.00612477996276  0.00628000161452036
 0.95   0.2     2.00200442305623  0.00205997546391412
 0.95  0.25     2.00085670323637  0.00103308018019366
 0.95   0.3     2.00144193110013  0.00178821289077824
 0.95  0.35     2.00303090419199  0.00359594363245286
 0.95   0.4     2.00486526423942  0.00600780312894322
 0.95  0.45     2.00679968270266  0.00880213517793038
 0.95   0.5     2.00875595791805   0.0117991790653429
0.975     0     2.10989568528207   0.0974483374135984
0.975  0.05     2.03720396798848   0.0336659246400002
0.975   0.1     2.01260626325375   0.0120693017124029
0.975  0.15     2.00347604269735  0.00349340327987768
0.975   0.2      2.0004056584648 0.000559603812186005
0.975  0.25     2.00036361858542 0.000491453107378526
0.975   0.3     2.00192585046827  0.00200524142880631
0.975  0.35      2.0038147013545  0.00441866225515586
0.975   0.4     2.00624734897985  0.00737679949472447
0.975  0.45     2.00853854715223    0.010642311872763
0.975   0.5      2.0111994107366   0.0140220506206665
    1     0     2.09563085754698   0.0833719897016261
    1  0.05     2.02996556949819   0.0271073341966579
    1   0.1     2.00885249298292  0.00863003696933795
    1  0.15     2.00144666754391  0.00186148543669784
    1   0.2     2.00011059382704 0.000172643296462383
    1  0.25     2.00106610310235  0.00103953621512964
    1   0.3     2.00312102140543  0.00328956487922305
    1  0.35     2.00585307169746  0.00633140922500974
    1   0.4     2.00877123219066  0.00975784142089164
    1  0.45     2.01127697064114   0.0134457745612275
    1   0.5     2.01431588496494   0.0172370607059209
1.025     0      2.0811163497195   0.0715105878473894
1.025  0.05     2.02315630322044   0.0219888284982348
1.025   0.1     2.00603130906559  0.00638362855704777
1.025  0.15     2.00087957357464  0.00132801105031533
1.025   0.2     2.00081254269554 0.000823308966176661
1.025  0.25     2.00283496611516  0.00257616710790121
1.025   0.3     2.00580628448031  0.00554387610996532
1.025  0.35     2.00882717205404  0.00914734323914335
1.025   0.4     2.01205057432363   0.0131562337159075
1.025  0.45      2.0152622297838   0.0172602672038469
1.025   0.5     2.01851658374023   0.0214640538195399
 1.05     0     2.06916898136393   0.0614951896088431
 1.05  0.05     2.01938589821451   0.0181828115334639
 1.05   0.1     2.00468017646234  0.00521338231006396
 1.05  0.15     2.00131333607672  0.00180535442599528
 1.05   0.2     2.00272942166339  0.00242443916271018
 1.05  0.25      2.0054549931416  0.00504310912458639
 1.05   0.3     2.00894209625326  0.00873894900046412
 1.05  0.35     2.01278611714642   0.0129320450417252
 1.05   0.4     2.01695740430491    0.017294531598516
 1.05  0.45     2.02026736727272   0.0218633632914633
 1.05   0.5     2.02324316404148   0.0263883376422909
1.075     0     2.05998819793014   0.0532153896303331
1.075  0.05     2.01521413138701   0.0155105657881052
1.075   0.1     2.00411279157452  0.00511038894670079
1.075  0.15     2.00278868934761  0.00322324305457755
1.075   0.2     2.00508806171215  0.00496722124651594
1.075  0.25     2.00880322347802  0.00840101064010135
1.075   0.3     2.01344080166695   0.0126700742185069
1.075  0.35     2.01743899205305   0.0174552402270649
1.075   0.4      2.0218528625357   0.0224605888651208
1.075  0.45     2.02591256651505   0.0274131054134976
1.075   0.5     2.02914992374574   0.0323316418614619
  1.1     0     2.05236144799839   0.0461211979813339
  1.1  0.05     2.01392364975893   0.0138512083035947
  1.1   0.1     2.00451557391678  0.00594292498668647
  1.1  0.15     2.00571188620234  0.00544820365133525
  1.1   0.2     2.00892240147119  0.00822134997496793
  1.1  0.25     2.01322698737284   0.0124919523955498
  1.1   0.3     2.01810782367031   0.0175358413078248
