 0.95   0.2     3.00512632068735  0.00795932168422375
 0.95  0.25     3.00382296195063  0.00795592208833362
 0.95   0.3     3.00350620994327  0.00774747931822262
 0.95  0.35     3.00419562243376  0.00794601003400786
 0.95   0.4     3.00374725470187  0.00777343510852724
    1   0.2                    3                    0
    1  0.25                    3                    0
    1   0.3                    3                    0
    1  0.35                    3                    0
    1   0.4                    3                    0
