0.95 1.50211 0.00198602
0.955 1.50162 0.00159846
0.96 1.50106 0.00124918
0.965 1.50089 0.000951591
0.97 1.50057 0.000695782
0.975 1.50046 0.00048193
0.98 1.50025 0.000307157
0.985 1.50013 0.000171695
0.99 1.50006 7.58867e-05
0.995 1.5 1.87121e-05
1 1.5 0
1.005 1.50003 1.86263e-05
1.01 1.50009 7.42662e-05
1.015 1.50019 0.000166209
1.02 1.50034 0.000293456
1.025 1.50051 0.000458145
1.03 1.50071 0.000652734
1.035 1.50109 0.000881773
1.04 1.50134 0.00114421
1.045 1.50166 0.00144341
1.05 1.50187 0.00178418
