    1  0.25   0.0972307069748121 0.000870524188542996                0.01     5.7393871930489  0.0143135887417225  0.0829171182330668
    1  0.25    0.153964805192501  0.00136518080761864                0.02    4.08434437259672   0.028317500695499   0.125647304496987
    1  0.25    0.204523594423172   0.0017220938410741                0.03    3.35782655900277  0.0421647265389514   0.162358867884191
    1  0.25    0.252262335945475  0.00199973051510502                0.04     2.9142940622169  0.0560399487944043   0.196222387151042
    1  0.25    0.297924570898016  0.00222036600792287                0.05    2.61207248358061  0.0695442015422651   0.228380369355743
    1  0.25    0.342462625774645  0.00239277314950449                0.06    2.38235278383903  0.0834074435324258   0.259055182242262
    1  0.25     0.38580946410444  0.00254041073600711                0.07    2.21110909264047   0.096872813639867   0.288936650464561
    1  0.25    0.428367868655082  0.00264577133589167                0.08    2.06890939514395   0.110528350495912   0.317839518159104
    1  0.25    0.470133668214208  0.00272333566027666                0.09    1.95107120517702   0.124340893519573   0.345792774694673
    1  0.25    0.511503430227963  0.00280132671755101                 0.1    1.84950975483245   0.137634019119479   0.373869411108332
    1  0.25    0.552193088278021  0.00283653860461752                0.11    1.76782921687201   0.151177749082863   0.401015339195332
    1  0.25    0.592654070150576   0.0028797215777116                0.12    1.69540634170179    0.16435910808204   0.428294962068596
    1  0.25    0.632691179488906  0.00289420904650356                0.13    1.62504335186906   0.178178317858707   0.454512861629983
    1  0.25    0.672377698136056  0.00290497752155822                0.14     1.5660690259685   0.191788410139804   0.480589287996255
    1  0.25    0.711692288030369  0.00289838842308265                0.15    1.51433012046159   0.204820623236143   0.506871664794239
    1  0.25    0.750945161359234  0.00288276803182363                0.16    1.46531928831155   0.218613718309673   0.532331443049584
    1  0.25    0.789670522104982  0.00287588679950979                0.17    1.42159332327096   0.231784604176291   0.557885917928614
    1  0.25    0.828675793751023  0.00284655684406665                0.18    1.37917555638685   0.246197392327474   0.582478401423445
    1  0.25    0.866942984786353  0.00281516263205639                0.19     1.3460255686952   0.258951658784548   0.607991326001994
    1  0.25    0.905133281687832   0.0027721965089369                 0.2    1.31118131705023   0.272679222580287   0.632454059107325
    1  0.25    0.943369758262834   0.0027361353448756                0.21    1.27827264426433   0.286275780964315   0.657093977298556
    1  0.25    0.981312931905016  0.00269027157939705                0.22    1.24866643154124   0.299760041187977   0.681552890717023
    1  0.25     1.01884573490354  0.00264098278139246                0.23    1.22173863117818   0.312855805717107   0.705989929186623
    1  0.25     1.05658985707787  0.00259229520091875                0.24    1.19568796714164   0.326252332419197   0.730337524658761
    1  0.25      1.0942547245414  0.00253722016435876                0.25    1.17065235425064   0.340587314895336   0.753667409645892
    1  0.25     1.13148021269371  0.00247719447394323                0.26    1.14869977989511   0.353731975603967   0.777748237089405
    1  0.25     1.16858212940419  0.00242776457820226                0.27    1.12727199684743   0.366349467278991   0.802232662125337
    1  0.25     1.20575606595263  0.00236496931404107                0.28    1.10645981544043   0.380488871747272    0.82526719420526
    1  0.25      1.2427800028468  0.00230078532411926                0.29    1.08522007377163    0.39495302061666   0.847826982230328
    1  0.25     1.27959467693498  0.00224783019293184                 0.3    1.06675291606898   0.407002104564282   0.872592572370835
    1  0.25     1.31658468413347  0.00217722532318843                0.31    1.05161770202743   0.421425241659696   0.895159442473897
    1  0.25     1.35312328901395  0.00212411981777483                0.32    1.03135386612427   0.434541693800997   0.918581595212955
    1  0.25     1.38989428916014   0.0020485320520327                0.33    1.01588120912892   0.448686313900999   0.941207975258897
    1  0.25     1.42634639387508  0.00199131652810314                0.34    1.00176529860718   0.462042254997665   0.964304138877381
    1  0.25     1.46268348439138  0.00192988638967995                0.35   0.987656274092432   0.474547945351637   0.988135539039512
    1  0.25     1.49922514593519   0.0018610656047886                0.36   0.972247544421132   0.488452692548406    1.01077245338675
    1  0.25     1.53549842784961  0.00179640735159037                0.37   0.957078411599079   0.503582588144544    1.03191583970509
    1  0.25     1.57166005839095  0.00173386492820438                0.38   0.945356088461292   0.516557578735718    1.05510247965539
    1  0.25     1.60771034337703  0.00167340491499646                0.39   0.935760352426673    0.52829618659325    1.07941415678394
    1  0.25     1.64390996768739  0.00161117073887818                 0.4   0.920138306505384   0.543305649509314    1.10060431817802
    1  0.25      1.6796985958558  0.00155078277823995                0.41   0.909173196170254   0.555162496726467    1.12453609912894
    1  0.25     1.71569302242915  0.00149313052590605                0.42   0.899241715342056   0.568991347930748    1.14670167449855
    1  0.25     1.75156358440088  0.00142664307062912                0.43     0.8891183425822   0.583761822950054    1.16780176145036
    1  0.25     1.78749579104931  0.00136644314302448                0.44   0.878403970354182   0.596509064682621    1.19098672636709
    1  0.25     1.82314078553275  0.00130836940263412                0.45   0.868495261475182   0.610684487756392     1.2124562977766
    1  0.25      1.8586950538007  0.00125312461469962                0.46    0.85996345356634   0.623267873873497    1.23542717992693
    1  0.25     1.89448548660604  0.00119461931367626                0.47    0.84815078608388   0.638816039229841    1.25566944737634
    1  0.25     1.93004624560962  0.00114146621877609                0.48   0.841594759663006   0.651631317500994     1.2784149281083
    1  0.25     1.96550713123472   0.0010941155671107                0.49   0.831931091590755   0.664175517640275    1.30133161359421
    1  0.25      2.0009466544239   0.0010423823408523                 0.5   0.823834030443735   0.677245171980151    1.32370148244352
    1  0.25      2.0365101603969 0.000986354526012256                0.51   0.813887332698767   0.691998510314723    1.34451165008236
    1  0.25     2.07186575560727 0.000938710093033812                0.52   0.806999310588197   0.705037624213428    1.36682813139418
    1  0.25     2.10724510958277 0.000888500860821928                0.53   0.799839650309942   0.719743305407518    1.38750180417543
