2  1
102  0.215686
202  0.108911
302  0.0728477
402  0.0547264
502  0.0438247
602  0.0365449
702  0.031339
802  0.0274314
902  0.0243902
1002  0.0219561
1102  0.0199637
1202  0.0183028
1302  0.0168971
1402  0.0156919
1502  0.0146471
1602  0.0137328
1702  0.012926
1802  0.0122087
1902  0.0115668
2002  0.010989
2102  0.0104662
2202  0.00999092
2302  0.00955691
2402  0.00915903
2502  0.00879297
2602  0.00845503
2702  0.00814212
2802  0.00785153
2902  0.00758098
3002  0.00732845
3102  0.0070922
3202  0.00687071
3302  0.00666263
3402  0.00646678
3502  0.00628212
3602  0.00610772
3702  0.00594273
3802  0.00578643
3902  0.00563813
4002  0.00549725
4102  0.00536324
4202  0.0052356
4302  0.0051139
4402  0.00499773
4502  0.00488672
4602  0.00478053
4702  0.00467886
4802  0.00458142
4902  0.00448796
5002  0.00439824
5102  0.00431203
5202  0.00422914
5302  0.00414938
5402  0.0066642
5502  0.00654308
5602  0.00642628
5702  0.00631357
5802  0.00620476
5902  0.00609963
6002  0.005998
6102  0.00589971
6202  0.00580458
6302  0.00571247
6402  0.00562324
6502  0.00553676
6602  0.00545289
6702  0.00566995
6802  0.00558659
6902  0.00550565
7002  0.00542702
7102  0.00535061
7202  0.00527631
7302  0.00520405
7402  0.00513375
7502  0.00506532
7602  0.00499868
7702  0.00493378
7802  0.00487055
7902  0.00480891
8002  0.00474881
8102  0.0046902
8202  0.00524262
8302  0.00529993
8402  0.00523685
8502  0.00517525
8602  0.00511509
8702  0.00505631
8802  0.00499886
8902  0.00494271
9002  0.0048878
9102  0.0048341
9202  0.00478157
9302  0.00473017
9402  0.00467986
9502  0.0046306
9602  0.00458238
9702  0.00453515
9802  0.00448888
9902  0.00464553
10002  0.00519896
10102  0.0051475
10202  0.00509704
10302  0.00504756
10402  0.00499904
10502  0.00495144
10602  0.00490473
10702  0.0048589
10802  0.00481392
10902  0.00476977
11002  0.00472641
11102  0.00468384
11202  0.00464203
11302  0.00460096
11402  0.0045606
11502  0.00452095
11602  0.00448199
11702  0.00444368
11802  0.00440603
11902  0.00436901
12002  0.00433261
12102  0.00429681
12202  0.0042616
12302  0.00438953
12402  0.00435414
12502  0.00431931
12602  0.00428503
12702  0.0042513
12802  0.00421809
12902  0.0041854
13002  0.00415321
13102  0.00412151
13202  0.00409029
13302  0.00405954
13402  0.00402925
13502  0.00399941
13602  0.00397
13702  0.00394103
13802  0.00391248
13902  0.00388433
14002  0.00385659
14102  0.00382924
14202  0.00380228
14302  0.0037757
14402  0.00374948
14502  0.00372362
14602  0.00369812
14702  0.00367297
14802  0.00364816
14902  0.00362367
15002  0.00359952
15102  0.00357569
15202  0.00355216
15302  0.00352895
15402  0.00350604
15502  0.00348342
15602  0.00346109
15702  0.00343905
15802  0.00341729
15902  0.0033958
16002  0.00337458
16102  0.00335362
16202  0.00333292
16302  0.00331248
16402  0.00329228
16502  0.00327233
16602  0.00325262
16702  0.00335289
16802  0.00333294
16902  0.00331322
17002  0.00329373
17102  0.00327447
17202  0.00325544
17302  0.00323662
17402  0.00321802
17502  0.00319963
17602  0.00318146
17702  0.00316348
17802  0.00314571
17902  0.00312814
18002  0.00311077
18102  0.00309358
18202  0.00307658
18302  0.00305977
18402  0.00304315
18502  0.0030267
18602  0.00301043
18702  0.00299433
18802  0.00297841
18902  0.00296265
19002  0.00294706
19102  0.00293163
19202  0.00291636
19302  0.00290125
19402  0.0028863
19502  0.0028715
19602  0.00285685
19702  0.00284235
19802  0.002828
19902  0.00281379
20002  0.00279972
20102  0.00278579
20202  0.002772
20302  0.00275835
20402  0.00274483
20502  0.00273144
20602  0.00271818
20702  0.00270505
20802  0.00269205
20902  0.00267917
21002  0.00266641
21102  0.00265378
21202  0.00264126
21302  0.00262886
21402  0.00261658
21502  0.00260441
21602  0.00259235
21702  0.00258041
21802  0.00256857
21902  0.00255684
22002  0.00254522
22102  0.00253371
22202  0.0025223
22302  0.00260066
22402  0.00258905
22502  0.00257755
22602  0.00256614
22702  0.00255484
22802  0.00254364
22902  0.00253253
23002  0.00252152
23102  0.00251061
23202  0.00249978
23302  0.00248906
23402  0.00247842
23502  0.00246788
23602  0.00245742
23702  0.00244705
23802  0.00243677
23902  0.00242658
24002  0.00241647
24102  0.00240644
24202  0.0023965
24302  0.00238663
24402  0.00237685
24502  0.00236715
24602  0.00235753
24702  0.00234799
24802  0.00233852
24902  0.00232913
25002  0.00231981
25102  0.00231057
25202  0.0023014
25302  0.00229231
25402  0.00228328
25502  0.00227433
25602  0.00226545
25702  0.00225663
25802  0.00224789
25902  0.00223921
26002  0.0022306
26102  0.00222205
26202  0.00221357
26302  0.00220516
26402  0.0021968
26502  0.00218851
26602  0.00218029
26702  0.00217212
26802  0.00216402
26902  0.00215597
27002  0.00214799
27102  0.00214006
27202  0.0021322
27302  0.00212439
27402  0.00211663
27502  0.00210894
27602  0.0021013
27702  0.00209371
27802  0.00208618
27902  0.0020787
28002  0.00207128
28102  0.00206391
28202  0.00205659
28302  0.00204933
28402  0.00204211
28502  0.00203494
28602  0.00202783
28702  0.00202077
28802  0.00201375
28902  0.00200678
29002  0.00199986
29102  0.00199299
29202  0.00198617
29302  0.00197939
29402  0.00197265
29502  0.00196597
29602  0.00195933
29702  0.00195273
29802  0.00194618
29902  0.00193967
30002  0.0019332
30102  0.00192678
30202  0.0019204
30302  0.00191407
30402  0.00190777
30502  0.00190151
30602  0.0018953
30702  0.00188913
30802  0.00188299
30902  0.0018769
31002  0.00187085
31102  0.00186483
31202  0.00185886
31302  0.00185292
31402  0.00184702
31502  0.00184115
31602  0.00183533
31702  0.00182954
31802  0.00182378
31902  0.00181807
32002  0.00181239
32102  0.00180674
32202  0.00180113
32302  0.00179555
32402  0.00179001
32502  0.00178451
32602  0.00177903
32702  0.00177359
32802  0.00176818
32902  0.00176281
33002  0.00175747
33102  0.00175216
33202  0.00174688
33302  0.00174164
33402  0.00173642
33502  0.00173124
33602  0.00172609
33702  0.001899
33802  0.00189338
33902  0.00230075
34002  0.00229398
34102  0.00228726
34202  0.00228057
34302  0.00227392
34402  0.00226731
34502  0.00226074
34602  0.0022542
34702  0.00224771
34802  0.00224125
34902  0.00223483
35002  0.00222844
35102  0.0022221
35202  0.00221578
35302  0.00220951
35402  0.00220327
35502  0.00225339
